precip_30d,precip_mean,precip_max,precip_days,temp_mean,temp_max,temp_min,temp_range,et0_mean,et0_sum
203.89999999999998,6.5774193548387085,65.2,22,22.348387096774193,32.8,13.8,18.999999999999996,5.594838709677419,173.44
238.89999999999998,7.7064516129032254,31.4,15,19.664516129032254,32.4,8.3,24.099999999999998,5.0041935483870965,155.13
233.50000000000003,7.53225806451613,35.4,23,19.46451612903226,28.9,11.7,17.2,4.670322580645161,144.78
231.0,7.451612903225806,39.7,23,19.648387096774194,29.1,12.0,17.1,4.7203225806451625,146.33000000000004
224.3,7.235483870967743,33.2,15,20.038709677419355,32.9,8.5,24.4,5.155806451612903,159.82999999999998
321.79999999999995,10.380645161290321,54.7,20,18.903225806451612,30.3,6.8,23.5,4.6654838709677415,144.63
56.7,1.8290322580645162,31.7,5,25.787096774193547,40.5,15.4,25.1,6.8183870967741935,211.37
216.89999999999998,6.9967741935483865,42.6,21,20.638709677419357,29.7,13.2,16.5,4.493548387096775,139.3
291.79999999999995,9.412903225806451,65.1,23,20.54193548387097,30.8,12.3,18.5,4.724193548387097,146.45000000000002
287.2999999999999,9.267741935483867,61.7,25,19.770967741935483,29.2,12.2,17.0,4.407741935483872,136.64000000000004
180.79999999999998,5.832258064516129,21.7,24,19.583870967741937,30.8,12.3,18.5,3.769032258064516,116.84
246.5,7.951612903225806,53.5,23,21.070967741935483,31.4,13.0,18.4,5.088709677419354,157.74999999999997
187.09999999999997,6.035483870967741,68.4,20,21.774193548387103,32.0,12.9,19.1,5.274516129032259,163.51000000000002
201.60000000000002,6.5032258064516135,53.2,17,20.1,29.0,12.7,16.3,4.414193548387097,136.84
187.09999999999997,6.035483870967741,68.4,20,21.819354838709682,32.1,12.9,19.200000000000003,5.288387096774192,163.93999999999997
175.89999999999998,5.674193548387096,43.4,18,22.0,33.0,13.5,19.5,5.450645161290322,168.97
234.0,7.548387096774194,53.5,22,20.993548387096773,31.5,12.9,18.6,5.127096774193548,158.94
225.10000000000002,7.2612903225806456,37.1,18,20.625806451612902,32.8,12.3,20.499999999999996,5.136774193548388,159.24000000000004
37.99999999999999,1.225806451612903,9.4,9,20.548387096774196,27.6,16.8,10.8,4.328064516129031,134.17
154.1,4.970967741935484,34.5,18,22.438709677419357,32.0,14.7,17.3,4.667419354838709,144.69
152.4,4.916129032258064,37.0,19,21.906451612903222,31.2,14.5,16.7,4.653548387096775,144.26000000000002
241.40000000000003,7.787096774193549,37.4,21,19.416129032258063,28.7,12.1,16.6,4.613870967741937,143.03000000000003
251.7,8.119354838709677,33.6,21,19.261290322580646,28.6,11.7,16.900000000000002,4.603225806451612,142.7
306.3,9.880645161290323,29.9,23,18.05483870967742,27.3,9.3,18.0,4.428387096774194,137.28
220.50000000000003,7.112903225806453,35.4,19,19.203225806451613,28.8,11.7,17.1,4.5200000000000005,140.12
220.79999999999995,7.122580645161289,39.7,20,19.345161290322576,28.8,12.0,16.8,4.545483870967741,140.91
147.49999999999997,4.758064516129031,35.8,13,22.78064516129032,36.9,12.4,24.5,6.300000000000001,195.3
146.99999999999997,4.741935483870967,32.5,10,26.754838709677426,41.1,14.5,26.6,7.630322580645161,236.54
150.2,4.84516129032258,20.6,16,21.325806451612905,34.9,13.3,21.599999999999998,5.486451612903227,170.08
8.7,0.2806451612903226,5.0,2,26.787096774193547,43.7,15.6,28.1,7.915483870967742,245.38000000000002
172.7,5.570967741935483,80.1,17,24.2516129032258,35.4,16.5,18.9,4.219677419354839,130.81
171.70000000000002,5.538709677419355,22.0,21,19.148387096774197,28.7,11.6,17.1,4.453548387096775,138.06
162.89999999999998,5.2548387096774185,25.7,22,22.277419354838706,34.6,16.3,18.3,3.5977419354838704,111.52999999999999
141.3,4.558064516129033,22.9,22,20.216129032258067,32.3,13.7,18.599999999999998,4.152903225806452,128.74
116.79999999999997,3.76774193548387,15.6,20,23.425806451612896,33.1,15.7,17.400000000000002,4.616774193548388,143.12000000000003
128.79999999999998,4.154838709677419,18.0,18,23.46129032258064,33.1,15.8,17.3,4.619677419354839,143.21
182.39999999999998,5.8838709677419345,29.1,20,23.89032258064516,34.4,15.6,18.799999999999997,4.614193548387098,143.04000000000002
158.20000000000002,5.103225806451613,51.2,18,25.54193548387097,37.7,19.4,18.300000000000004,4.483548387096774,138.99
154.1,4.970967741935484,17.0,19,18.741935483870964,28.3,10.7,17.6,4.429032258064517,137.3
94.5,3.0483870967741935,15.0,13,22.129032258064512,33.0,13.5,19.5,5.459354838709678,169.24
112.9,3.641935483870968,14.2,19,22.80322580645161,36.2,15.4,20.800000000000004,3.9277419354838705,121.75999999999999
162.29999999999998,5.235483870967742,25.7,22,23.38064516129032,36.6,16.5,20.1,3.8225806451612905,118.5
9.299999999999999,0.3,8.2,1,24.06129032258064,38.0,14.6,23.4,6.441935483870968,199.70000000000002
10.8,0.34838709677419355,10.3,1,25.71612903225807,40.2,14.8,25.400000000000002,7.125161290322581,220.88000000000002
105.60000000000001,3.406451612903226,24.3,13,22.529032258064515,33.9,13.7,20.2,5.700322580645161,176.71
178.3,5.751612903225807,32.6,19,24.370967741935488,35.7,16.1,19.6,4.882580645161289,151.35999999999996
139.1,4.487096774193549,23.9,21,21.39677419354839,31.1,13.1,18.0,4.879677419354838,151.26999999999998
110.1,3.551612903225806,19.5,23,21.5258064516129,31.5,13.0,18.5,5.007096774193548,155.22
153.0,4.935483870967742,18.0,20,19.564516129032263,28.7,12.1,16.6,4.542258064516129,140.81
153.0,4.935483870967742,18.0,20,19.39354838709677,28.5,12.0,16.5,4.523548387096775,140.23000000000002
110.1,3.551612903225806,19.5,23,21.46451612903226,31.3,12.9,18.4,5.017419354838711,155.54000000000002
150.70000000000002,4.861290322580646,21.0,23,18.84516129032258,30.0,11.1,18.9,3.966774193548387,122.97
147.3,4.751612903225807,28.0,19,18.648387096774197,29.8,10.9,18.9,4.210322580645162,130.52
28.699999999999996,0.9258064516129031,8.7,9,21.5741935483871,32.1,16.1,16.0,4.563548387096774,141.47
6.7,0.2161290322580645,6.3,1,25.712903225806457,40.3,14.4,25.9,7.452903225806453,231.04000000000002
8.700000000000001,0.28064516129032263,5.4,2,24.783870967741933,39.7,15.1,24.6,6.487419354838709,201.10999999999996
131.20000000000002,4.232258064516129,26.4,15,21.88064516129032,31.3,12.9,18.4,4.472903225806451,138.66
174.1,5.616129032258065,18.1,21,19.348387096774193,28.5,12.5,16.0,4.270967741935484,132.4
156.2,5.038709677419354,20.9,22,19.58709677419355,28.8,12.4,16.4,4.51516129032258,139.97
197.99999999999997,6.387096774193547,33.2,17,20.606451612903225,32.9,11.8,21.099999999999998,5.179354838709677,160.55999999999997
107.2,3.458064516129032,27.7,10,27.896774193548385,41.1,17.5,23.6,7.85774193548387,243.58999999999997
181.29999999999998,5.848387096774193,40.8,21,20.48064516129032,31.7,12.3,19.4,4.161935483870968,129.02
121.80000000000001,3.9290322580645163,42.3,10,24.532258064516128,35.1,14.9,20.200000000000003,4.874193548387097,151.1
116.2,3.7483870967741937,27.7,11,27.793548387096774,41.1,17.5,23.6,7.692580645161289,238.46999999999997
197.3,6.364516129032259,25.1,25,21.51935483870968,30.5,15.0,15.5,3.9577419354838703,122.68999999999998
167.6,5.406451612903226,26.8,22,20.677419354838708,29.3,13.2,16.1,4.186774193548387,129.79
260.5,8.403225806451612,50.3,25,21.712903225806453,31.8,15.4,16.4,3.846451612903225,119.23999999999998
162.1,5.229032258064516,23.9,23,21.30645161290322,31.0,13.1,17.9,4.5358064516129035,140.61
160.3,5.170967741935484,21.3,21,21.141935483870967,31.5,12.9,18.6,4.760000000000001,147.56000000000003
153.3,4.945161290322581,22.2,21,21.019354838709678,31.1,13.0,18.1,4.6093548387096765,142.89
139.9,4.512903225806451,14.2,23,21.45806451612903,31.6,12.9,18.700000000000003,4.5132258064516115,139.90999999999997
139.9,4.512903225806451,14.2,23,21.487096774193546,31.5,12.9,18.6,4.508387096774193,139.76
156.3,5.041935483870968,20.3,18,21.93870967741935,33.0,13.5,19.5,4.769032258064516,147.83999999999997
46.2,1.4903225806451614,15.8,10,22.541935483870965,38.1,12.7,25.400000000000002,5.831935483870967,180.78999999999996
114.8,3.703225806451613,15.9,21,22.525806451612905,30.6,14.7,15.900000000000002,4.409032258064516,136.68
38.1,1.229032258064516,14.6,8,22.44516129032258,37.3,13.5,23.799999999999997,5.545806451612902,171.92
139.79999999999998,4.509677419354838,17.1,26,21.84193548387097,30.1,14.5,15.600000000000001,4.234838709677418,131.27999999999997
50.699999999999996,1.6354838709677417,21.8,9,21.732258064516127,34.0,14.0,20.0,5.102903225806451,158.19
134.40000000000003,4.335483870967743,21.6,19,25.81935483870968,36.2,19.7,16.500000000000004,4.6093548387096765,142.89
171.7,5.538709677419354,21.6,25,20.67096774193548,29.0,12.5,16.5,4.266129032258065,132.25
152.29999999999995,4.91290322580645,19.5,26,21.274193548387093,30.8,13.0,17.8,4.435806451612905,137.51000000000005
207.0,6.67741935483871,27.4,23,19.45806451612903,28.7,12.1,16.6,4.123548387096775,127.83000000000001
152.29999999999995,4.91290322580645,19.5,26,21.216129032258063,30.9,12.9,18.0,4.44290322580645,137.72999999999996
29.000000000000004,0.9354838709677421,5.7,9,21.55161290322581,33.5,14.0,19.5,4.896451612903226,151.79
198.89999999999998,6.4161290322580635,22.8,24,19.36774193548387,28.5,12.4,16.1,4.1335483870967735,128.14
216.60000000000002,6.9870967741935495,26.5,25,20.206451612903223,28.4,12.3,16.099999999999998,4.111935483870968,127.47
14.8,0.4774193548387097,5.1,3,27.9741935483871,42.5,16.4,26.1,8.058709677419355,249.82
159.00000000000003,5.129032258064517,22.0,19,18.90645161290323,26.9,12.4,14.499999999999998,4.130967741935483,128.05999999999997
195.1,6.293548387096774,26.5,21,20.10322580645161,27.6,12.3,15.3,4.219677419354839,130.81
125.5,4.048387096774194,12.7,22,23.058064516129033,29.9,15.7,14.2,4.38516129032258,135.94
195.90000000000003,6.319354838709678,29.1,18,23.351612903225806,30.0,15.6,14.4,4.315806451612903,133.79
148.8,4.800000000000001,30.7,16,24.596774193548388,34.2,18.2,16.000000000000004,4.03032258064516,124.93999999999998
156.0,5.032258064516129,25.3,19,18.55806451612903,27.5,10.7,16.8,4.163225806451613,129.06
172.6,5.567741935483871,25.6,16,20.867741935483874,30.1,13.8,16.3,4.791612903225806,148.54
15.299999999999999,0.4935483870967742,6.0,5,21.861290322580643,31.5,16.4,15.100000000000001,5.64483870967742,174.99
132.09999999999997,4.261290322580644,14.7,20,23.077419354838707,30.2,15.8,14.399999999999999,4.372580645161291,135.55
228.6,7.374193548387097,30.9,25,23.01612903225806,30.7,15.9,14.799999999999999,3.590322580645161,111.29999999999998
201.49999999999997,6.499999999999999,51.3,16,24.32903225806452,32.0,20.0,12.0,4.1009677419354835,127.13
150.6,4.858064516129032,22.0,17,18.967741935483872,27.2,12.5,14.7,4.19258064516129,129.97
152.89999999999998,4.9322580645161285,22.8,19,19.070967741935483,27.1,12.4,14.700000000000001,4.190967741935483,129.92
151.00000000000003,4.870967741935485,27.4,18,19.029032258064518,27.2,12.0,15.2,4.245806451612904,131.62000000000003
231.4,7.464516129032258,52.8,18,20.364516129032257,29.1,11.6,17.5,4.954516129032259,153.59
71.9,2.3193548387096774,22.1,10,27.51290322580645,38.2,18.0,20.200000000000003,6.958387096774193,215.70999999999998
51.80000000000001,1.6709677419354843,12.8,10,27.583870967741934,38.2,18.0,20.200000000000003,7.070645161290322,219.19
129.20000000000002,4.167741935483871,29.5,15,24.45483870967742,33.3,18.0,15.299999999999997,4.296451612903225,133.19
138.39999999999998,4.4645161290322575,26.8,17,20.293548387096774,27.4,13.2,14.2,4.178064516129033,129.52
118.00000000000001,3.8064516129032264,21.6,15,24.896774193548385,32.8,18.3,14.499999999999996,4.4,136.4
151.69999999999996,4.893548387096773,23.4,17,20.04516129032258,27.6,12.3,15.3,4.239354838709678,131.42000000000002
156.89999999999998,5.0612903225806445,40.8,17,20.912903225806453,32.3,13.1,19.199999999999996,4.207096774193548,130.42
92.49999999999999,2.983870967741935,17.1,15,20.81612903225807,29.5,13.0,16.5,4.596774193548386,142.49999999999997
113.7,3.667741935483871,24.3,16,20.038709677419355,29.9,13.1,16.799999999999997,4.18741935483871,129.81
87.60000000000001,2.8258064516129036,13.1,17,21.461290322580645,29.8,13.8,16.0,4.560322580645161,141.36999999999998
134.9,4.351612903225806,22.2,16,18.761290322580646,27.1,12.8,14.3,4.177741935483871,129.51
87.60000000000001,2.8258064516129036,13.1,17,21.480645161290322,29.6,14.0,15.600000000000001,4.553548387096774,141.16
96.80000000000001,3.1225806451612907,20.3,10,21.919354838709673,31.3,13.9,17.4,4.944838709677419,153.29
115.39999999999999,3.72258064516129,26.9,15,23.53225806451613,32.3,16.2,16.099999999999998,5.118387096774194,158.67000000000002
65.2,2.103225806451613,23.7,9,23.835483870967746,36.8,15.1,21.699999999999996,5.652903225806451,175.23999999999998
17.5,0.5645161290322581,7.8,3,27.52258064516129,40.5,15.1,25.4,7.7309677419354825,239.65999999999997
70.8,2.2838709677419353,8.8,15,22.84193548387097,31.8,15.8,16.0,4.707741935483872,145.94000000000003
93.50000000000001,3.016129032258065,17.3,14,21.30322580645161,29.4,13.6,15.799999999999999,4.469677419354839,138.56
119.3,3.8483870967741933,27.4,15,19.467741935483872,27.3,12.3,15.0,4.3422580645161295,134.61
158.5,5.112903225806452,19.6,17,18.261290322580642,26.3,9.9,16.4,4.377096774193547,135.68999999999997
185.3,5.97741935483871,24.2,21,18.73548387096774,26.4,9.3,17.099999999999998,4.498387096774192,139.44999999999996
109.6,3.5354838709677416,22.8,15,19.393548387096775,27.1,12.7,14.400000000000002,4.3351612903225805,134.39
246.60000000000002,7.9548387096774205,52.8,20,20.64193548387097,29.1,11.6,17.5,4.910967741935483,152.23999999999998
121.89999999999999,3.932258064516129,22.8,16,22.503225806451617,32.6,12.8,19.8,5.460645161290321,169.27999999999994
27.4,0.8838709677419354,6.0,9,22.080645161290327,32.9,15.6,17.299999999999997,4.70258064516129,145.78
38.0,1.2258064516129032,8.9,9,22.39677419354838,33.2,16.0,17.200000000000003,4.782580645161291,148.26000000000002
28.599999999999998,0.9225806451612902,14.2,3,27.058064516129033,39.2,15.5,23.700000000000003,6.914516129032258,214.35
131.49999999999997,4.241935483870967,51.3,10,24.893548387096775,32.0,20.0,12.0,4.718387096774194,146.27
141.5,4.564516129032258,21.1,18,21.387096774193548,31.0,12.7,18.3,4.960967741935485,153.79000000000002
107.1,3.454838709677419,17.7,14,23.493548387096773,33.0,15.3,17.7,4.258387096774193,132.01
30.9,0.996774193548387,5.1,9,28.38387096774193,42.5,17.6,24.9,7.434838709677419,230.48
191.1,6.164516129032258,21.2,20,18.04516129032258,26.8,9.9,16.9,4.078709677419355,126.44000000000001
108.99999999999999,3.516129032258064,30.5,13,20.803225806451614,31.5,12.7,18.8,4.170322580645161,129.28
108.8,3.509677419354839,19.1,14,21.490322580645163,31.6,14.0,17.6,4.23741935483871,131.35999999999999
114.4,3.6903225806451614,21.8,14,19.312903225806455,27.5,12.3,15.2,4.403225806451613,136.5
126.6,4.083870967741936,25.2,15,20.029032258064515,28.0,13.3,14.7,4.316774193548387,133.82
124.80000000000001,4.025806451612904,30.2,19,24.512903225806454,36.6,17.0,19.6,4.128064516129033,127.97000000000001
87.39999999999999,2.819354838709677,14.7,14,24.122580645161293,33.1,17.3,15.8,4.838064516129032,149.98
86.7,2.796774193548387,19.1,12,24.364516129032257,32.9,17.0,15.899999999999999,4.781935483870968,148.24
108.89999999999999,3.5129032258064514,18.1,12,19.43870967741935,27.5,12.1,15.4,4.572903225806451,141.76
129.3,4.170967741935484,25.3,14,19.067741935483873,27.5,11.7,15.8,4.42774193548387,137.25999999999996
93.10000000000001,3.003225806451613,20.3,11,22.429032258064513,31.7,13.9,17.799999999999997,4.94258064516129,153.22
105.8,3.4129032258064513,21.3,13,21.71612903225807,31.3,14.2,17.1,4.876129032258064,151.16
116.6,3.761290322580645,25.6,13,21.554838709677412,30.1,14.3,15.8,5.002258064516129,155.07
140.70000000000002,4.538709677419355,40.4,14,19.667741935483868,30.0,12.5,17.5,4.111290322580645,127.44999999999999
104.80000000000001,3.3806451612903228,20.7,15,19.493548387096777,29.2,11.8,17.4,4.247096774193548,131.66
16.4,0.529032258064516,9.7,3,24.948387096774194,36.1,14.1,22.0,6.557096774193549,203.27
13.0,0.41935483870967744,9.1,2,26.23870967741935,38.7,15.5,23.200000000000003,6.890967741935482,213.61999999999995
105.69999999999999,3.4096774193548383,30.3,14,22.480645161290326,30.9,14.2,16.7,4.941290322580645,153.18
59.4,1.9161290322580644,14.2,9,25.729032258064514,34.2,18.8,15.400000000000002,4.851612903225806,150.4
64.1,2.0677419354838706,21.7,8,24.993548387096777,34.0,17.9,16.1,5.151935483870969,159.71000000000004
88.10000000000001,2.841935483870968,25.7,10,24.222580645161294,32.2,17.0,15.200000000000003,4.318064516129033,133.86000000000004
181.49999999999997,5.854838709677418,44.8,16,21.406451612903226,32.4,15.6,16.799999999999997,3.831612903225806,118.77999999999999
72.6,2.3419354838709676,29.4,9,24.15483870967742,30.2,19.8,10.399999999999999,4.403225806451613,136.5
115.0,3.7096774193548385,27.4,13,19.829032258064515,28.0,13.0,15.0,4.546774193548388,140.95000000000002
115.0,3.7096774193548385,27.4,13,19.651612903225807,27.7,12.7,15.0,4.531935483870967,140.48999999999998
82.4,2.6580645161290324,14.2,16,21.80645161290322,30.9,13.9,17.0,4.570322580645161,141.68
133.90000000000003,4.319354838709678,28.8,18,21.500000000000004,32.3,13.8,18.499999999999996,4.23258064516129,131.21
133.90000000000003,4.319354838709678,28.8,18,21.296774193548387,31.6,13.8,17.8,4.202903225806451,130.29
11.2,0.36129032258064514,9.6,1,26.125806451612902,38.8,15.3,23.499999999999996,7.148064516129031,221.58999999999995
29.2,0.9419354838709677,7.8,4,25.216129032258067,35.3,16.1,19.199999999999996,5.483870967741935,170.0
94.39999999999999,3.0451612903225804,22.0,11,19.687096774193545,27.7,12.5,15.2,4.647741935483872,144.08
83.99999999999999,2.709677419354838,22.8,11,19.82903225806452,27.9,13.0,14.899999999999999,4.6229032258064535,143.31000000000006
50.300000000000004,1.6225806451612905,11.5,11,25.732258064516127,33.3,17.9,15.399999999999999,5.095161290322579,157.94999999999996
75.60000000000001,2.438709677419355,20.7,12,21.893548387096768,32.6,14.4,18.200000000000003,4.090645161290322,126.80999999999997
82.1,2.648387096774193,18.4,14,20.754838709677422,28.6,13.5,15.100000000000001,4.478064516129032,138.82
88.99999999999999,2.8709677419354835,21.8,11,19.316129032258065,27.5,12.3,15.2,4.628387096774192,143.47999999999996
117.30000000000001,3.7838709677419358,23.4,14,20.432258064516127,28.8,13.6,15.200000000000001,4.369354838709677,135.45
92.4,2.980645161290323,23.4,13,19.9258064516129,28.0,13.3,14.7,4.388387096774193,136.04
85.19999999999999,2.7483870967741932,19.4,12,21.822580645161295,31.3,13.8,17.5,4.572903225806451,141.76
96.7,3.1193548387096777,22.2,13,19.08709677419355,27.1,11.7,15.400000000000002,4.6248387096774195,143.37
85.19999999999999,2.7483870967741932,19.4,12,21.809677419354845,31.0,14.0,17.0,4.558064516129033,141.3
125.9,4.061290322580645,23.9,11,22.15483870967742,31.7,13.9,17.799999999999997,4.847419354838709,150.26999999999998
133.5,4.306451612903226,29.9,13,21.116129032258062,30.0,12.9,17.1,4.799677419354839,148.79
46.400000000000006,1.4967741935483874,18.3,8,23.71612903225807,38.9,12.7,26.2,5.6170967741935485,174.13
65.0,2.096774193548387,14.9,12,22.49032258064516,31.7,15.3,16.4,4.916774193548386,152.42
41.9,1.3516129032258064,18.5,5,23.76774193548387,33.6,15.9,17.700000000000003,4.541935483870968,140.8
31.500000000000004,1.0161290322580647,8.3,8,23.14516129032258,36.9,15.6,21.299999999999997,4.918387096774192,152.46999999999997
18.6,0.6000000000000001,5.0,7,23.79677419354838,37.8,17.1,20.699999999999996,4.952903225806453,153.54000000000002
29.0,0.9354838709677419,6.2,9,23.909677419354846,32.7,15.8,16.900000000000002,4.677096774193548,144.98999999999998
84.1,2.7129032258064516,22.0,12,19.53548387096774,27.7,12.5,15.2,4.675483870967742,144.94
74.1,2.390322580645161,22.8,11,19.687096774193552,27.9,13.0,14.899999999999999,4.6499999999999995,144.14999999999998
114.6,3.696774193548387,23.9,11,22.24838709677419,31.7,13.9,17.799999999999997,4.910645161290322,152.23
114.6,3.696774193548387,23.9,11,22.138709677419353,31.7,13.9,17.799999999999997,4.909032258064515,152.17999999999998
107.9,3.480645161290323,18.7,14,21.42258064516129,31.3,13.6,17.700000000000003,4.849999999999999,150.34999999999997
89.39999999999999,2.8838709677419354,17.1,12,21.358064516129033,31.2,13.4,17.799999999999997,4.691290322580644,145.42999999999998
30.300000000000004,0.9774193548387098,7.0,9,23.861290322580643,39.5,15.4,24.1,5.359677419354839,166.15
15.0,0.4838709677419355,6.2,4,25.025806451612908,34.5,17.0,17.5,5.518064516129033,171.06
17.6,0.567741935483871,8.6,3,24.9741935483871,34.7,17.0,17.700000000000003,5.6819354838709675,176.14
63.599999999999994,2.051612903225806,21.7,10,24.629032258064516,30.0,19.6,10.399999999999999,4.703548387096775,145.81
143.00000000000003,4.612903225806453,32.2,17,20.50967741935484,29.3,11.6,17.700000000000003,4.926774193548387,152.73
91.4,2.948387096774194,22.7,11,19.616129032258065,27.6,10.0,17.6,4.638387096774192,143.78999999999996
137.0,4.419354838709677,21.1,18,19.56451612903226,27.6,10.2,17.400000000000002,4.731935483870966,146.68999999999997
53.300000000000004,1.7193548387096775,8.3,14,27.30322580645161,36.9,19.6,17.299999999999997,6.427741935483871,199.26
25.0,0.8064516129032258,8.6,6,24.229032258064517,34.1,16.3,17.8,5.527096774193548,171.33999999999997
33.4,1.0774193548387097,5.0,10,28.816129032258058,41.3,16.2,25.099999999999998,6.853548387096773,212.45999999999998
7.000000000000001,0.22580645161290325,2.4,2,25.819354838709675,35.0,17.8,17.2,5.754193548387096,178.37999999999997
87.6,2.825806451612903,23.9,10,22.08709677419355,31.7,13.9,17.799999999999997,5.02483870967742,155.77
74.0,2.3870967741935485,18.7,12,21.458064516129028,31.3,13.6,17.700000000000003,5.0051612903225795,155.15999999999997
96.1,3.0999999999999996,29.9,12,21.203225806451613,30.0,12.9,17.1,5.01741935483871,155.54
87.0,2.806451612903226,20.4,11,22.0258064516129,30.9,14.2,16.7,4.938064516129033,153.08
12.8,0.4129032258064516,2.3,5,25.261290322580646,33.8,17.8,15.999999999999996,5.565806451612902,172.53999999999996
64.8,2.0903225806451613,12.7,11,20.493548387096773,29.1,13.3,15.8,4.4554838709677425,138.12
57.9,1.867741935483871,10.4,10,18.806451612903224,27.1,10.3,16.8,4.699354838709677,145.68
71.00000000000001,2.290322580645162,22.5,10,20.883870967741935,29.4,14.0,15.399999999999999,4.611290322580645,142.95
46.70000000000001,1.5064516129032262,9.8,12,19.774193548387096,28.7,11.9,16.799999999999997,4.7870967741935475,148.39999999999998
46.70000000000001,1.5064516129032262,9.8,12,19.55483870967742,28.4,11.5,16.9,4.761935483870967,147.61999999999998
106.10000000000001,3.4225806451612906,23.2,15,20.322580645161292,29.3,11.9,17.4,4.788709677419354,148.45
37.300000000000004,1.203225806451613,11.0,9,19.75483870967742,28.4,11.6,16.799999999999997,4.758064516129032,147.5
58.10000000000001,1.874193548387097,18.5,9,20.65483870967742,28.6,13.1,15.500000000000002,4.648064516129033,144.09
48.599999999999994,1.5677419354838709,8.7,11,24.109677419354846,34.5,17.1,17.4,4.283225806451613,132.78
47.699999999999996,1.5387096774193547,19.4,7,22.061290322580643,31.3,14.1,17.200000000000003,4.869354838709677,150.95
43.6,1.4064516129032258,9.8,8,19.225806451612904,27.4,10.3,17.099999999999998,4.810645161290322,149.12999999999997
47.699999999999996,1.5387096774193547,19.4,7,21.996774193548394,31.0,14.1,16.9,4.844516129032257,150.17999999999998
70.7,2.2806451612903227,23.9,8,22.43548387096774,31.7,14.4,17.299999999999997,5.04516129032258,156.4
61.0,1.967741935483871,18.7,9,21.88064516129032,31.3,13.6,17.700000000000003,5.042903225806451,156.32999999999998
89.0,2.870967741935484,29.9,9,21.325806451612905,30.0,12.9,17.1,4.906451612903226,152.1
46.599999999999994,1.5032258064516126,8.7,10,25.46129032258064,38.0,17.7,20.3,4.584193548387097,142.10999999999999
34.699999999999996,1.1193548387096772,11.0,8,24.054838709677412,34.3,15.3,18.999999999999996,5.453225806451612,169.04999999999998
40.7,1.3129032258064517,14.9,8,22.741935483870968,31.7,14.4,17.299999999999997,5.0838709677419365,157.60000000000002
3.6000000000000005,0.11612903225806454,1.5,1,26.82903225806452,36.6,19.0,17.6,6.67,206.77
33.6,1.0838709677419356,12.2,5,22.335483870967742,31.4,14.2,17.2,4.8354838709677415,149.89999999999998
36.7,1.1838709677419357,16.6,5,22.141935483870967,31.4,12.8,18.599999999999998,5.270322580645162,163.38000000000002
65.29999999999998,2.1064516129032254,19.7,10,19.94193548387097,30.5,13.1,17.4,4.363225806451614,135.26000000000002
50.8,1.6387096774193548,12.7,8,20.783870967741933,29.1,13.3,15.8,4.64225806451613,143.91000000000003
43.0,1.3870967741935485,11.1,7,22.106451612903225,30.8,14.4,16.4,4.956451612903226,153.65
31.299999999999997,1.0096774193548386,6.2,10,20.30322580645161,28.7,11.9,16.799999999999997,5.0029032258064525,155.09000000000003
31.299999999999997,1.0096774193548386,6.2,10,20.041935483870972,28.4,11.5,16.9,4.968387096774193,154.01999999999998
